Year,Type,Country,Area,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,latitude,longitude
1983,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,16,"Left calf, ankle & foot lacerated",N,NA,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,47,Shin lacerated,N,Sandtiger,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,29,Inner thighs lacerated,N,White,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,Left arm injured by shark's tail as it swam beneath his board,N,NA,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Durban,Fishing,M,27,Puncture wounds to foot,N,Sandtiger,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,17,Right calf lacerated,N,Zambesi ,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,"No injury, board bitten",N,Blacktip,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Durban,Paddleskiing,M,16,Puncture wounds to buttocks,N,NA,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Cape Town,Windsurfing,M,22,Left foot lacerated,N,NA,-30.559482,22.937506
1983,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,32,"No injury, rammed by shark",N,White,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,14,Wetsuit lacerated,N,NA,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,NA,"No injury, shark hit swim fin",N,Sandtiger,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,27,"No injury, board bitten",N,White,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,28,Swim fin bitten,N,NA,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,"No injury, 8 pressure dings in surboard",N,NA,-30.559482,22.937506
1984,Boat,SOUTH AFRICA,Durban,Rowing,M,NA,"No injury to occupant, shark seized oar and disappeared with it.",N,NA,-30.559482,22.937506
1984,Provoked,SOUTH AFRICA,Durban,Fishing,M,NA,Leg lacerated by hooked shark PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
1984,Provoked,SOUTH AFRICA,Durban,Scuba diving,M,33,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,Dusky,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,14,Foot bitten,N,Sandtiger,-30.559482,22.937506
1984,Unprovoked,SOUTH AFRICA,Durban,NA,F,14,Remains recovered 1-4-1984 showed evidence of defense wounds,Y,NA,-30.559482,22.937506
1985,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,"Both surfers boards were bumped by sharks, Moolman sustained abrasions on his arm and leg",N,NA,-30.559482,22.937506
1985,Unprovoked,SOUTH AFRICA,Durban,Body boarding,M,22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,White,-30.559482,22.937506
1985,Provoked,SOUTH AFRICA,Durban,Spearfishing,M,39,"After diver shot shark attempting to take his catch, shark bit right arm & tore wetsuit  PROVOKED INCIDENT",N,NA,-30.559482,22.937506
1985,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,M,15,"Right knee, calf and ankle lacerated",N,Sandtiger,-30.559482,22.937506
1985,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,18,Thigh & calf bitten,N,White,-30.559482,22.937506
1985,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,34,Minor injury to torso,N,White,-30.559482,22.937506
1985,Provoked,SOUTH AFRICA,Durban,Spearfishing,M,20,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N,Dusky,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,NA,2 punctures in lower leg,N,Sandtiger,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Cape Town,Body boarding,M,21,"FATAL, legs bitten ",Y,White,-30.559482,22.937506
1986,Provoked,SOUTH AFRICA,Durban,NSB Meshing,M,NA,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Racing ski,M,32,"No injury, ski bitten",N,NA,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,26,Minor lacerations on left hand,N,Dusky,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Treading water,M,26,Foot bitten,N,NA,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,23,"No injury, board struck by shark",N,NA,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,21,"No injury, board bitten",N,White,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,"No injury, knocked off board",N,NA,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,46,Lower leg lacerated,N,Sandtiger,-30.559482,22.937506
1986,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,29,2 punctures in upper arm,N,Sandtiger,-30.559482,22.937506
1987,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,21,Left thigh & calf lacerated,N,White,-30.559482,22.937506
1987,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,24,Torso lacerated,N,White,-30.559482,22.937506
1987,Provoked,SOUTH AFRICA,Cape Town,NA,NA,NA,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",N,White,-30.559482,22.937506
1987,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,30,Puncture wounds to right hand,N,White,-30.559482,22.937506
1988,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,36,Left arm lacerated,N,White,-30.559482,22.937506
1988,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,17,"Lower left leg bitten, hand lacerated",N,NA,-30.559482,22.937506
1988,Boat,SOUTH AFRICA,Durban,NA,NA,NA,"No injury to occupants, pontoon puctured",N,Sandtiger,-30.559482,22.937506
1988,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,20,Ankle bitten,N,NA,-30.559482,22.937506
1988,Unprovoked,SOUTH AFRICA,Durban,Lying atop surfboard,F,15,"Leg bitten, surgically amputated",N,Zambesi ,-30.559482,22.937506
1988,Provoked,SOUTH AFRICA,Cape Town,Attempting to lasso shark's tail,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,N,Copper ,-30.559482,22.937506
1988,Provoked,SOUTH AFRICA,Cape Town,"Returning to shore, collided with shark",NA,NA,"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT",N,NA,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Cape Town,Free diving & spearfishing,M,29,FATAL,Y,White,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Cape Town,Free diving,M,29,Chest lacerated,N,White,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,21,Multiple Injuries,N,White,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,34,Torso bitten,N,White,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,16,"No injury, board bitten",N,White,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Durban,Free diving,M,28,Forearm bitten,N,White,-30.559482,22.937506
1989,Provoked,SOUTH AFRICA,Cape Town,Fishing,M,NA,Thigh lacerated & abraded  PROVOKED INCIDENT,N,NA,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Durban,Windsurfing,M,26,Foot bruised & minor lacerations,N,NA,-30.559482,22.937506
1989,Unprovoked,SOUTH AFRICA,Durban,Lifesaving drill,M,19,Thigh bitten,N,NA,-30.559482,22.937506
1990,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,26,Right hand lacerated,N,White,-30.559482,22.937506
1990,Unprovoked,SOUTH AFRICA,Cape Town,Scuba diving (but on surface),F,21,"FATAL, thigh bitten  ",Y,White,-30.559482,22.937506
1990,Provoked,SOUTH AFRICA,Durban,Fishing,NA,NA,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",N,NA,-30.559482,22.937506
1990,Unprovoked,SOUTH AFRICA,Durban,Resting on surfboard,M,22,Thigh severely lacerated,N,White,-30.559482,22.937506
1990,Unprovoked,SOUTH AFRICA,Durban,Lying on surfboard & paddling,M,23,Leg bitten,N,White,-30.559482,22.937506
1991,Unprovoked,SOUTH AFRICA,Cape Town,Scuba diving,M,NA,"No injury, tank scratched by shark",N,NA,-30.559482,22.937506
1991,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,20,Foot & swim fin bitten,N,White,-30.559482,22.937506
1992,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,35,Punctures & lacerations on lower leg,N,White,-30.559482,22.937506
1992,Unprovoked,SOUTH AFRICA,Durban,Swimming ,M,19,Right foot lacerated,N,Zambesi ,-30.559482,22.937506
1992,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,36,Left cheek lacerated,N,Blacktip,-30.559482,22.937506
1993,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,36,Calf lacerated,N,White,-30.559482,22.937506
1993,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,28,Puncture wounds on chest,N,White,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Cape Town,Body boarding,M,26,"No injury, board bitten",N,White,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,NA,No injury,N,Sandtiger,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,22,"FATAL, leg severed ",Y,White,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,31,Buttock & leg bitten,N,White,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,NA,FATAL  ,Y,White,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,NA,Swim fin bitten,N,NA,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,15,Leg bitten ,N,White,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Durban,Windsurfing,M,44,Calf bitten,N,NA,-30.559482,22.937506
1994,Unprovoked,SOUTH AFRICA,Durban,Swimming ,M,33,Foot bitten,N,NA,-30.559482,22.937506
1995,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,22,Lacerations to lower leg & foot,N,Sandtiger,-30.559482,22.937506
1995,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,14,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Y,Tiger   ,-30.559482,22.937506
1996,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,Elbow bitten,N,White,-30.559482,22.937506
1996,Provoked,SOUTH AFRICA,Durban,Spearfishing,M,29,No injury  PROVOKED INCIDENT,N,White,-30.559482,22.937506
1996,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,Survived,N,NA,-30.559482,22.937506
1996,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,17,Leg bitten,N,White,-30.559482,22.937506
1997,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,39,FATAL,Y,White,-30.559482,22.937506
1997,Unprovoked,SOUTH AFRICA,Durban,Sitting on surfboard,M,NA,Calf bitten,N,NA,-30.559482,22.937506
1997,Boat,SOUTH AFRICA,Durban,Fishingat,NA,NA,"No injury, hooked shark bit their 4.8 m inflatable boat",N,Soupfin ,-30.559482,22.937506
1997,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,25,FATAL,Y,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,18,Leg bitten,N,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Splashing,M,14,Right leg bitten,N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,30,"No injury, surfboard bitten",N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Fishing / washing bait off hands,M,NA,Laceration to right foot,N,NA,-30.559482,22.937506
1998,Provoked,SOUTH AFRICA,Cape Town,Moving a shark in a net ,M,NA,Lacerations to right shin  PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Cape Town,Surfing (or body boarding),M,19,Legs bitten,N,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,24,Leg bitten,N,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Cape Town,Wading,M,47,Right leg bitten,N,Sandtiger,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,16,Knee bitten,N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,10,Right leg bitten,N,Sandtiger,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Body Boarding,M,20,"FATAL, hands & calf bitten  ",Y,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,Survived,N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,17,Minor laceration on foot,N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Body boarding,M,15,Right shoulder & arm bitten,N,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Body boarding,M,16,Leg bitten,N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Cape Town,Body boarding,M,22,"Lower legs bitten, foot severed",N,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Cape Town,Snorkeling ? hunting crayfish and abalone,M,33,Lower leg lacerated,N,White,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,21,Calf & foot lacerated,N,NA,-30.559482,22.937506
1998,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,28,FATAL,Y,NA,-30.559482,22.937506
1999,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,35,Lower legs lacerated,N,White,-30.559482,22.937506
1999,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,42,Right thigh bitten,N,White,-30.559482,22.937506
1999,Unprovoked,SOUTH AFRICA,Cape Town,Boogie boarding,M,14,FATAL,Y,White,-30.559482,22.937506
1999,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,29,Leg & board bitten,N,White,-30.559482,22.937506
1999,Unprovoked,SOUTH AFRICA,Durban,Paddle Skiing,M,NA,"No Injury, ski bitten",N,White,-30.559482,22.937506
1999,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing,M,30,Heel lacerated,N,White,-30.559482,22.937506
2000,Unprovoked,SOUTH AFRICA,Cape Town,Free diving,M,48,Swim fin bitten,N,White,-30.559482,22.937506
2000,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,15,Hand lacerated,N,NA,-30.559482,22.937506
2000,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,18,"No injury, flung off board",N,NA,-30.559482,22.937506
2000,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,No Injury,N,NA,-30.559482,22.937506
2000,Unprovoked,SOUTH AFRICA,Cape Town,Body surfing,M,NA,Foot bitten,N,White,-30.559482,22.937506
2001,Unprovoked,SOUTH AFRICA,Durban,Kite-Boarding,M,NA,No injury,N,Mako,-30.559482,22.937506
2001,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,26,Leg bitten,N,White,-30.559482,22.937506
2001,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,46,"Thigh, hip & buttock bitten",N,White,-30.559482,22.937506
2002,Unprovoked,SOUTH AFRICA,Cape Town,Snorkeling,M,25,Forearms lacerated,N,White,-30.559482,22.937506
2002,Unprovoked,SOUTH AFRICA,Cape Town,Surf skiing,M,47,No injury,N,White,-30.559482,22.937506
2002,Unprovoked,SOUTH AFRICA,Durban,Snorkeling (filming the sardine run),M,50,Upper arm bitten,N,Copper ,-30.559482,22.937506
2002,Unprovoked,SOUTH AFRICA,Durban,Fishing,M,16,Leg bitten & surgically amputated,N,Zambesi ,-30.559482,22.937506
2002,Unprovoked,SOUTH AFRICA,Durban,Surf skiing,M,26,Foot & calf bitten,N,NA,-30.559482,22.937506
2003,Boat,SOUTH AFRICA,Durban,NA,NA,NA,No injury to occupants,N,Mako,-30.559482,22.937506
2003,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,21,"Presumed FATAL, severed hand recovered",Y,Tiger   ,-30.559482,22.937506
2003,Unprovoked,SOUTH AFRICA,Durban,Surf skiing,NA,NA,"No injury to occupants, hull of ski bitten",N,White,-30.559482,22.937506
2003,Boat,SOUTH AFRICA,Cape Town,Fishing ,NA,36,"No injury to occupants, shark bit boat",N,  cow ,-30.559482,22.937506
2003,Unprovoked,SOUTH AFRICA,Cape Town,Body boarding,M,19,"FATAL, left thigh, buttocks, back of spine, abdomen & chest bitten  ",Y,White,-30.559482,22.937506
2003,Unprovoked,SOUTH AFRICA,Durban,Sitting on surfboard,M,16,"No injury, wetsuit torn & board bitten",N,White,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,20,3 lacerations on foot,N,Sandtiger,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Durban,Playing,M,16,Lacerations on lower leg & foot,N,Sandtiger,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,F,77,FATAL,Y,White,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Cape Town,Chumming for white sharks,M,52,Right ankle & foot lacerated,N,White,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,34,Puncture wounds on right foot,N,Sandtiger,-30.559482,22.937506
2004,Boat,SOUTH AFRICA,Durban,Fishing,NA,NA,No injury to occupants; boat damaged,N,White,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Cape Town,"Swimming, poaching perlemoen",M,21,"FATAL, leg severed ",Y,White,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,16,"Left leg lacerated, right leg severed above the knee ",N,White,-30.559482,22.937506
2004,Boat,SOUTH AFRICA,Durban,Surf skiing,M,NA,"No injury to occupants, stern of ski bitten",N,Mako,-30.559482,22.937506
2004,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,22,Foot lacerated,N,Sandtiger,-30.559482,22.937506
2005,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,26,"Cut on finger, board bitten",N,NA,-30.559482,22.937506
2005,Provoked,SOUTH AFRICA,Durban,Fishing for sharks,M,32,Lacerations to hands & right leg when he tried to pull shark from the water PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
2005,Unprovoked,SOUTH AFRICA,Cape Town,Standing / Surfing,M,20,Right foot bitten,N,NA,-30.559482,22.937506
2005,Unprovoked,SOUTH AFRICA,Cape Town,Surf-skiing,M,52,"No injury, shark bit ski",N,White,-30.559482,22.937506
2005,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing (Free diving),M,22,FATAL,Y,White,-30.559482,22.937506
2005,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,32,Left buttock  & legs lacerated ,N,Sandtiger,-30.559482,22.937506
2005,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,32,"Lacerations to right calf, puncture wounds on right foot",N,NA,-30.559482,22.937506
2006,Provoked,SOUTH AFRICA,Durban,Fishing,M,25,"Hand, thigh & calf bitten by hooked shark PROVOKED INCIDENT",N,Sandtiger,-30.559482,22.937506
2006,Provoked,SOUTH AFRICA,Durban,Canoeing,M,NA,Left arm lacerated when he grabbed shark by its tail PROVOKED INCIDENT,N,Bull   ,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,37,"No injury, shark rammed surfboard",N,White,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,NA,"No injury, surfboard leash severed",N,NA,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Cape Town,Lifesaving drill,M,24,Foot severed,N,White,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Cape Town,Surf-skiing,M,19,"No injury, surf ski bitten",N,White,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Durban,Body boarding,M,15,Leg bitten,N,Sandtiger,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,15,2 bite marks on right calf,N,Sandtiger,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Durban,Spearfishing,M,34,Right arm  bitten,N,NA,-30.559482,22.937506
2006,Unprovoked,SOUTH AFRICA,Cape Town,Diving for crayfish,M,49,Lacerations to little finger,N,Na,-30.559482,22.937506
2007,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,14,Lacerations to feet,N,NA,-30.559482,22.937506
2007,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,37,Lacerations to thigh,N,White,-30.559482,22.937506
2007,Unprovoked,SOUTH AFRICA,Durban,Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Y,Tiger   ,-30.559482,22.937506
2008,Provoked,SOUTH AFRICA,Cape Town,Fishing,M,15,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",N,Sandtiger,-30.559482,22.937506
2008,Unprovoked,SOUTH AFRICA,Cape Town,Surf skiing ,M,46,"No injury, ski bitten",N,White,-30.559482,22.937506
2008,Unprovoked,SOUTH AFRICA,Cape Town,Spearfishing (free diving),M,NA,No injury,N,White,-30.559482,22.937506
2008,Unprovoked,SOUTH AFRICA,Durban,Fishing from surfski,M,39,Right leg bitten,N,NA,-30.559482,22.937506
2008,Unprovoked,SOUTH AFRICA,Durban,Surf-skiing,M,42,"No injury to surf-skiier, shark holed ski",N,Blacktip,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Durban,Wading,M,20,Lacerations to  left foot,N,NA,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Durban,Paddling on kneeboard,M,22,FATAL,Y,NA,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,25,FATAL,Y,White,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Durban,Body boarding,M,NA,"No injury, shark bit bodyboard",N,White,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,37,Leg bitten,N,NA,-30.559482,22.937506
2009,Provoked,SOUTH AFRICA,Durban,Fishing ,M,59,Calf bitten while helping angler measure the shark during fishing competition PROVOKED INCIDENT,N,Sandtiger,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,16,FATAL,Y,NA,-30.559482,22.937506
2009,Provoked,SOUTH AFRICA,Cape Town,Fishing,M,40,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,N,Blue ,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Durban,Swimming,M,25,FATAL,Y,Tiger   ,-30.559482,22.937506
2009,Unprovoked,SOUTH AFRICA,Cape Town,NA,NA,NA,FATAL,Y,White,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Cape Town,Surfing,M,NA,3 lacerations to foot,N,NA,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Cape Town,Swimming,M,29,FATAL,Y,White,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Durban,Snorkeling,F,21,Left leg bitten,N,NA,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,35,Both feet bitten,N,NA,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,Lacerations to right leg,N,NA,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Cape Town,Standing,M,37,FATAL,Y,White,-30.559482,22.937506
2010,Unprovoked,SOUTH AFRICA,Durban,Surfing,M,NA,"No injury, reportedly knocked of his board by a shark",N,NA,-30.559482,22.937506
2011,Unprovoked,SOUTH AFRICA,Durban,Kayak Fishing,M,35,No injury but kayak dented,N,NA,-30.559482,22.937506
